name,sourcefile,cloneof,year,manufacturer,description,status
ec_mag7s__3,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 31),preliminary
ec_mag7s__4,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 32),preliminary
ec_mag7s__5,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 33),preliminary
ec_mag7s__6,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 34),preliminary
ec_mag7s__7,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 35),preliminary
ec_mag7s__8,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 36),preliminary
ec_mag7s__9,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 37),preliminary
ec_mag7s__a,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 2),preliminary
ec_mag7s__a0,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 64),preliminary
ec_mag7s__aa,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 38),preliminary
ec_mag7s__ab,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 39),preliminary
ec_mag7s__ac,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 40),preliminary
ec_mag7s__ad,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 41),preliminary
ec_mag7s__ae,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 42),preliminary
ec_mag7s__af,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 43),preliminary
ec_mag7s__ag,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 44),preliminary
ec_mag7s__ah,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 45),preliminary
ec_mag7s__ai,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 46),preliminary
ec_mag7s__aj,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 47),preliminary
ec_mag7s__ak,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 48),preliminary
ec_mag7s__al,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 49),preliminary
ec_mag7s__am,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 50),preliminary
ec_mag7s__an,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 51),preliminary
ec_mag7s__ao,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 52),preliminary
ec_mag7s__ap,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 53),preliminary
ec_mag7s__aq,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 54),preliminary
ec_mag7s__ar,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 55),preliminary
ec_mag7s__as,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 56),preliminary
ec_mag7s__at,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 57),preliminary
ec_mag7s__au,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 58),preliminary
ec_mag7s__av,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 59),preliminary
ec_mag7s__aw,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 60),preliminary
ec_mag7s__ax,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 61),preliminary
ec_mag7s__ay,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 62),preliminary
ec_mag7s__az,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 63),preliminary
ec_mag7s__b,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 3),preliminary
ec_mag7s__c,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 4),preliminary
ec_mag7s__d,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 5),preliminary
ec_mag7s__e,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 6),preliminary
ec_mag7s__f,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 7),preliminary
ec_mag7s__g,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 8),preliminary
ec_mag7s__h,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 9),preliminary
ec_mag7s__i,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 10),preliminary
ec_mag7s__j,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 11),preliminary
ec_mag7s__k,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 12),preliminary
ec_mag7s__l,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 13),preliminary
ec_mag7s__m,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 14),preliminary
ec_mag7s__n,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 15),preliminary
ec_mag7s__o,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 16),preliminary
ec_mag7s__p,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 17),preliminary
ec_mag7s__q,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 18),preliminary
ec_mag7s__r,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 19),preliminary
ec_mag7s__s,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 20),preliminary
ec_mag7s__t,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 21),preliminary
ec_mag7s__u,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 22),preliminary
ec_mag7s__v,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 23),preliminary
ec_mag7s__w,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 24),preliminary
ec_mag7s__x,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 25),preliminary
ec_mag7s__y,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 26),preliminary
ec_mag7s__z,ecoinfr.cpp,ec_mag7s,199?,Electrocoin,Magic 7s / Cool 7 / Bar X 7 (2001 COOL7) (Electrocoin) (set 27),preliminary
ec_mgbel,ecoinfr.cpp,,19??,Concept Games Ltd,Megabell (Concept Games Ltd) (?),preliminary
ec_multb,ecoinfr.cpp,,19??,Concept Games Ltd,Multi Bar (Concept Games Ltd) (?),preliminary
ec_ndgxs,ecoinfr.cpp,,19??,Concept Games Ltd,Nudge Xcess (MAB PCB?) (Concept Games Ltd) (?),preliminary
ec_oxocg,ecoinf2.cpp,,19??,Electrocoin,Oxo Classic Gold (Electrocoin) (?),preliminary
ec_oxocl,ecoinf2.cpp,,19??,Electrocoin,Oxo Club (Electrocoin) (?),preliminary
ec_oxogb,ecoinf2.cpp,,19??,Electrocoin,Oxo Golden Bars (Electrocoin) (?),preliminary
ec_oxorl,ecoinf2.cpp,,19??,Electrocoin,Oxo Reels (Electrocoin) (?),preliminary
ec_oxorv,ecoinf2.cpp,,19??,Electrocoin,Oxo Revolution (Electrocoin) (?),preliminary
ec_penni,ecoinf3.cpp,,19??,Electrocoin,Pennies From Heaven (v1) (Electrocoin),preliminary
ec_pennia,ecoinf3.cpp,ec_penni,19??,Electrocoin,Pennies From Heaven (v6) (Electrocoin),preliminary
ec_pyram,ecoinf3.cpp,,19??,Electrocoin,Pyramid (v1) (Electrocoin),preliminary
ec_pyrama,ecoinf3.cpp,ec_pyram,19??,Electrocoin,Pyramid (v6) (Electrocoin),preliminary
ec_rcc,ecoinf2.cpp,,19??,Electrocoin,Royal Casino Club (Electrocoin) (?),preliminary
ec_rdht7,ecoinfr.cpp,,19??,Concept Games Ltd,Red Hot 7 (MAB PCB?) (Concept Games Ltd) (?),preliminary
ec_redbr,ecoinfr.cpp,,199?,Electrocoin,Red Bar (Electrocoin) (set 1),preliminary
ec_redbr__0,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 28),preliminary
ec_redbr__1,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 29),preliminary
ec_redbr__2,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 30),preliminary
ec_redbr__3,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 31),preliminary
ec_redbr__4,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 32),preliminary
ec_redbr__5,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 33),preliminary
ec_redbr__6,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 34),preliminary
ec_redbr__7,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 35),preliminary
ec_redbr__8,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 36),preliminary
ec_redbr__9,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 37),preliminary
ec_redbr__a,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 2),preliminary
ec_redbr__a0,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 64),preliminary
ec_redbr__a1,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 65),preliminary
ec_redbr__a2,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 66),preliminary
ec_redbr__a3,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 67),preliminary
ec_redbr__a4,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 68),preliminary
ec_redbr__a5,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 69),preliminary
ec_redbr__a6,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 70),preliminary
ec_redbr__a7,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 71),preliminary
ec_redbr__a8,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 72),preliminary
ec_redbr__a9,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 73),preliminary
ec_redbr__aa,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 38),preliminary
ec_redbr__ab,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 39),preliminary
ec_redbr__ac,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 40),preliminary
ec_redbr__ad,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 41),preliminary
ec_redbr__ae,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 42),preliminary
ec_redbr__af,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 43),preliminary
ec_redbr__ag,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 44),preliminary
ec_redbr__ah,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 45),preliminary
ec_redbr__ai,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 46),preliminary
ec_redbr__aj,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 47),preliminary
ec_redbr__ak,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 48),preliminary
ec_redbr__al,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 49),preliminary
ec_redbr__am,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 50),preliminary
ec_redbr__an,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 51),preliminary
ec_redbr__ao,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 52),preliminary
ec_redbr__ap,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 53),preliminary
ec_redbr__aq,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 54),preliminary
ec_redbr__ar,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 55),preliminary
ec_redbr__as,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 56),preliminary
ec_redbr__at,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 57),preliminary
ec_redbr__au,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 58),preliminary
ec_redbr__av,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 59),preliminary
ec_redbr__aw,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 60),preliminary
ec_redbr__ax,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 61),preliminary
ec_redbr__ay,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 62),preliminary
ec_redbr__az,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 63),preliminary
ec_redbr__b,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 3),preliminary
ec_redbr__b0,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 100),preliminary
ec_redbr__b1,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 101),preliminary
ec_redbr__ba,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 74),preliminary
ec_redbr__bb,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 75),preliminary
ec_redbr__bc,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 76),preliminary
ec_redbr__bd,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 77),preliminary
ec_redbr__be,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 78),preliminary
ec_redbr__bf,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 79),preliminary
ec_redbr__bg,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 80),preliminary
ec_redbr__bh,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 81),preliminary
ec_redbr__bi,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 82),preliminary
ec_redbr__bj,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 83),preliminary
ec_redbr__bk,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 84),preliminary
ec_redbr__bl,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 85),preliminary
ec_redbr__bm,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 86),preliminary
ec_redbr__bn,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 87),preliminary
ec_redbr__bo,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 88),preliminary
ec_redbr__bp,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 89),preliminary
ec_redbr__bq,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 90),preliminary
ec_redbr__br,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 91),preliminary
ec_redbr__bs,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 92),preliminary
ec_redbr__bt,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 93),preliminary
ec_redbr__bu,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 94),preliminary
ec_redbr__bv,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 95),preliminary
ec_redbr__bw,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 96),preliminary
ec_redbr__bx,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 97),preliminary
ec_redbr__by,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 98),preliminary
ec_redbr__c,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 4),preliminary
ec_redbr__d,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 5),preliminary
ec_redbr__e,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 6),preliminary
ec_redbr__f,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 7),preliminary
ec_redbr__g,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 8),preliminary
ec_redbr__h,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 9),preliminary
ec_redbr__i,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 10),preliminary
ec_redbr__j,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 11),preliminary
ec_redbr__k,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 12),preliminary
ec_redbr__l,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 13),preliminary
ec_redbr__m,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 14),preliminary
ec_redbr__n,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 15),preliminary
ec_redbr__o,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 16),preliminary
ec_redbr__p,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 17),preliminary
ec_redbr__q,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 18),preliminary
ec_redbr__r,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 19),preliminary
ec_redbr__s,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 20),preliminary
ec_redbr__t,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 21),preliminary
ec_redbr__u,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 22),preliminary
ec_redbr__v,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 23),preliminary
ec_redbr__w,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 24),preliminary
ec_redbr__x,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 25),preliminary
ec_redbr__y,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 26),preliminary
ec_redbr__z,ecoinfr.cpp,ec_redbr,199?,Electrocoin,Red Bar (Electrocoin) (set 27),preliminary
ec_sbarx,ecoinfr.cpp,,199?,Electrocoin,Super Bar X (Electrocoin) (set 1),preliminary
ec_sbarx__0,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 28),preliminary
ec_sbarx__1,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 29),preliminary
ec_sbarx__2,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 30),preliminary
ec_sbarx__3,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 31),preliminary
ec_sbarx__4,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 32),preliminary
ec_sbarx__5,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 33),preliminary
ec_sbarx__6,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 34),preliminary
ec_sbarx__7,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 35),preliminary
ec_sbarx__8,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 36),preliminary
ec_sbarx__9,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 37),preliminary
ec_sbarx__a,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 2),preliminary
ec_sbarx__a0,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 64),preliminary
ec_sbarx__a1,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 65),preliminary
ec_sbarx__a2,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 66),preliminary
ec_sbarx__a3,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 67),preliminary
ec_sbarx__a4,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 68),preliminary
ec_sbarx__aa,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 38),preliminary
ec_sbarx__ab,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 39),preliminary
ec_sbarx__ac,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 40),preliminary
ec_sbarx__ad,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 41),preliminary
ec_sbarx__ae,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 42),preliminary
ec_sbarx__af,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 43),preliminary
ec_sbarx__ag,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 44),preliminary
ec_sbarx__ah,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 45),preliminary
ec_sbarx__ai,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 46),preliminary
ec_sbarx__aj,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 47),preliminary
ec_sbarx__ak,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 48),preliminary
ec_sbarx__al,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 49),preliminary
ec_sbarx__am,ecoinfr.cpp,ec_sbarx,199?,Electrocoin,Super Bar X (Electrocoin) (set 50),preliminary
